station_id,station_name,lat,lon,population_within_radius,population_density_within_radius,city_average_population_density,residential_density_ratio
nehru_place,Nehru Place,28.54925735,77.25295199508821,43223.92307660394,13758.602034930724,7581.546434751025,1.8147487657486794
netaji_subhash_place,Netaji Subhash Place,28.69605175,77.15264042023938,91142.88075286988,29011.679998908818,7581.546434751025,3.826617728796058
new_ashok_nagar,New Ashok Nagar,28.5890885,77.3015085,1839.4490860017443,585.514829206093,7581.546434751025,0.07722894454913684
new_delhi,New Delhi,28.6436415,77.2217373,171409.98627072515,54561.493220599645,7581.546434751025,7.196617957849575
nirman_vihar,Nirman Vihar,28.63650605,77.28683488664558,114322.85746470495,36390.09574779596,7581.546434751025,4.799824951410589
noida_electronic_city,Noida Electronic City,28.5793538,77.293303,4356.164313144893,1386.6101667150415,7581.546434751025,0.18289278825218686
noida_sector_15,Noida Sector 15,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
noida_sector_16,Noida Sector 16,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
noida_sector_18,Noida Sector 18,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
noida_sector_34,Noida Sector 34,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
noida_sector_52,Noida Sector 52,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
noida_sector_59,Noida Sector 59,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
noida_sector_61,Noida Sector 61,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
noida_sector_62,Noida Sector 62,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
okhla_bird_sanctuary,Okhla Bird Sanctuary,28.5529418,77.321595,921.3169929643581,293.2643071696771,7581.546434751025,0.03868133100464322
okhla_nsic,Okhla NSIC,28.5544828,77.2648487,38103.547822752385,12128.735970658938,7581.546434751025,1.5997707163099688
okhla_vihar,Okhla Vihar,28.5613002,77.2919304,54371.83598670892,17307.092924533048,7581.546434751025,2.2827919176493716
old_faridabad,Old Faridabad,28.4808629,77.0848883,0.0,0.0,7581.546434751025,0.0
palam,Palam,28.5918933,77.0828242,76080.63758162763,24217.219089398117,7581.546434751025,3.1942321131735443
panchsheel_park,Panchsheel Park,28.5433525,77.2140757,48546.06955357416,15452.693874268578,7581.546434751025,2.0381981443045847
pandit_shree_ram_sharma,Pandit Shree Ram Sharma,28.689281,76.9511988,0.0,0.0,7581.546434751025,0.0
paschim_vihar_east,Paschim Vihar East,28.6773985,77.1122953,83576.4220092441,26603.201377410947,7581.546434751025,3.508941296655738
paschim_vihar_west,Paschim Vihar West,28.6786514,77.1022255,57239.058735827195,18219.758271468465,7581.546434751025,2.403171757671467
patel_chowk,Patel Chowk,28.6229664,77.214031,5397.962160911543,1718.224721064162,7581.546434751025,0.22663248663735022
patel_nagar,Patel Nagar,28.6455858,77.1686983,85298.18639156187,27151.256001981823,7581.546434751025,3.581229269734527
peera_garhi,Peera Garhi,28.6798074,77.0926793,78590.19342650195,25016.035524751933,7581.546434751025,3.299595371478253
pitam_pura,Pitam Pura,28.7032676,77.1322497,67593.11638162505,21515.55718224279,7581.546434751025,2.8378850367021924
pratap_nagar,Pratap Nagar,28.6664902,77.19933567849505,133431.77839794036,42472.654195149174,7581.546434751025,5.602109617171257
preet_vihar,Preet Vihar,28.6414952,77.29537442892021,73608.2697499322,23430.23996628668,7581.546434751025,3.090430187025046
pul_bangash,Pul Bangash,28.6663751,77.20752911898111,127603.65410873847,40617.504615988335,7581.546434751025,5.357416849656504
punjabi_bagh,Punjabi Bagh,28.668945,77.1324614,61491.27309855854,19573.280141298557,7581.546434751025,2.581700225640224
punjabi_bagh_west,Punjabi Bagh West,28.6703201,77.1420875,89683.51664124758,28547.149974637614,7581.546434751025,3.765346584674066
r_k_puram,R.K.Puram,28.5514261,77.1847012,42166.27379213574,13421.941811569284,7581.546434751025,1.7703435475971012
raja_nahar_singh,Raja Nahar Singh,28.3400192,77.3164281,0.0,0.0,7581.546434751025,0.0
raj_bagh,Raj Bagh,28.6408602,77.2094999,105235.7806507576,33497.589361405015,7581.546434751025,4.418305638525719
rajdhani_park,Rajdhani Park,28.6823085,77.0439437,0.0,0.0,7581.546434751025,0.0
rajendra_place,Rajendra Place,28.6424955,77.1782756,53573.142854464015,17052.8610045124,7581.546434751025,2.249258927749667
rajiv_chowk,Rajiv Chowk,28.6327804,77.2196996,45222.68062989572,14394.826324228023,7581.546434751025,1.8986662481215473
rajouri_garden,Rajouri Garden,28.6421518,77.11606037769263,79775.64992263567,25393.378047112088,7581.546434751025,3.349366552807507
ramakrishna_ashram_marg,Ramakrishna Ashram Marg,28.6392436,77.2085787,84582.59933871884,26923.47756863676,7581.546434751025,3.5511854738802926
ramesh_nagar,Ramesh Nagar,28.6527444,77.1316496,70554.2505166945,22458.115451751684,7581.546434751025,2.962207729654194
rithala,Rithala,28.7208064,77.1071813,73681.10871746886,23453.42532975302,7581.546434751025,3.0934883181947064
rohini_east,Rohini East,28.7075901,77.1260386,77858.40725418655,24783.100751531343,7581.546434751025,3.2688714584579617
rohini_sector_18,Rohini Sector 18,28.7383477,77.1398323,62180.61034541305,19792.703001887065,7581.546434751025,2.6106419280325954
rohini_west,Rohini West,28.7149569,77.115385,90328.43191389849,28752.432881673314,7581.546434751025,3.79242323833601
