route_id,trip_id,service_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,drt_advance_book_min,bikes_allowed,fare_id,peak_offpeak,boarding_type
102548,347621050,21620,,Bellevue Transit Center Crossroads,1,8049805,30672005,1,0.0,1,101,0,0
102702,466967220,20228,,UW Bothell/Cascadia College,0,8049623,11239005,1,0.0,1,101,0,0
102702,466967230,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967240,20228,,UW Bothell/Cascadia College,0,8049624,11239005,1,0.0,1,101,0,0
102702,466967250,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967260,20228,,UW Bothell/Cascadia College,0,8049623,11239005,1,0.0,1,101,0,0
102702,466967270,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967280,20228,,UW Bothell/Cascadia College,0,8049624,11239005,1,0.0,1,101,0,0
102702,466967290,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967300,20228,,UW Bothell/Cascadia College,0,8049623,11239005,1,0.0,1,101,0,0
102702,466967310,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967320,20228,,UW Bothell/Cascadia College,0,8049624,11239005,1,0.0,1,101,0,0
102702,466967330,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967340,20228,,UW Bothell/Cascadia College,0,8049623,11239005,1,0.0,1,101,0,0
102702,466967350,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967360,20228,,UW Bothell/Cascadia College,0,8049624,11239005,1,0.0,1,101,0,0
102702,466967370,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967380,20228,,UW Bothell/Cascadia College,0,8049623,11239005,1,0.0,1,101,0,0
102702,466967390,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967400,20228,,UW Bothell/Cascadia College,0,8049624,11239005,1,0.0,1,101,0,0
102702,466967410,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967420,20228,,UW Bothell/Cascadia College,0,8049623,11239005,1,0.0,1,101,0,0
102702,466967430,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967440,20228,,UW Bothell/Cascadia College,0,8049624,11239005,1,0.0,1,101,0,0
102702,466967450,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967460,20228,,UW Bothell/Cascadia College,0,8049623,11239005,1,0.0,1,101,0,0
102702,466967470,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967480,20228,,UW Bothell/Cascadia College,0,8049624,11239005,1,0.0,1,101,0,0
102702,466967490,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967500,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967510,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
102702,466967520,20228,,UW Bothell/Cascadia College,0,8049626,11239005,1,0.0,1,101,0,0
102702,466967530,20228,,UW Bothell/Cascadia College,0,8049625,11239005,1,0.0,1,101,0,0
100132,473767460,90807,,Downtown Seattle,1,8048494,20024005,1,0.0,1,101,0,0
100132,473767470,90807,,Downtown Seattle,1,8048491,20024005,1,0.0,1,101,0,0
100024,473787150,90807,,Downtown Seattle South Seattle College,1,8048490,10125013,1,0.0,1,101,0,0
100024,473787160,90807,,Downtown Seattle South Seattle College,1,8048586,10125013,1,0.0,1,101,0,0
100024,473787170,90807,,Downtown Seattle South Seattle College,1,8048587,10125013,1,0.0,1,101,0,0
100024,473787180,90807,,Downtown Seattle South Seattle College,1,8048486,10125013,1,0.0,1,101,0,0
100132,473803500,21620,,Downtown Seattle,1,8049049,20024005,1,0.0,1,101,0,0
100132,473803600,21620,,Downtown Seattle,1,8049024,20024005,1,0.0,1,101,0,0
100132,473804250,21620,,Downtown Seattle,1,8049028,20024004,1,0.0,1,101,0,0
100132,473804260,21620,,Downtown Seattle,1,8049026,20024004,1,0.0,1,101,0,0
100161,473804700,21620,,Downtown Seattle Yesler,1,8049073,10027005,1,0.0,1,101,0,0
100161,473804710,21620,,Downtown Seattle Yesler,1,8049101,10027005,1,0.0,1,101,0,0
100161,473804780,21620,,Downtown Seattle Yesler,1,8049070,10027005,1,0.0,1,101,0,0
